### Q((amu)^(1/2)*ang)   Etot(eV) 
-1.0   -3426.92277802
-0.7272727272727273   -3426.93128450 
-0.4545454545454546   -3426.93685736 
-0.18181818181818188   -3426.93972554 
0.09090909090909083   -3426.94012441 
0.36363636363636354   -3426.93827702 
0.6363636363636362   -3426.93440885 
0.909090909090909   -3426.92872580 
1.1818181818181817   -3426.92143652
1.4545454545454541   -3426.91273066 
1.727272727272727   -3426.90279164 
2.0   -3426.89178182 
